time_period,value,anomaly,upper_value,lower_value,key1,feedback_flag
9/7/23,1986916.86,0,2675820.35,629143.58,California,TRUE
9/8/23,2129344.55,0,2493376.04,446699.28,California,TRUE
9/9/23,2093644.34,0,2481471.67,434794.91,California,TRUE
9/10/23,571735.76,0,2515771.75,469094.99,California,TRUE
9/11/23,913242.39,0,2749664.46,702987.7,California,TRUE
9/12/23,1834795.61,0,2509946.84,463270.08,California,TRUE
9/13/23,889677.02,0,2493831.08,447154.32,California,TRUE
9/14/23,3478924.1,1,2685029.07,638352.3,California,TRUE
9/15/23,1119389.47,0,2799615.76,752938.99,California,TRUE
9/16/23,1546234.53,0,2700351.17,653674.41,California,TRUE
9/17/23,1573764.99,0,2674765.35,628088.59,California,TRUE
9/18/23,1776871.75,0,2547829.96,501153.2,California,TRUE
9/19/23,1497833.04,0,2457804,411127.23,California,TRUE
9/20/23,539293.85,0,2497152.98,450476.21,California,TRUE
9/21/23,2445134.65,0,2477947.26,431270.49,California,TRUE
9/22/23,1157275.97,0,2424523.75,377846.99,California,TRUE
9/23/23,1387077.91,0,2276520.44,229843.67,California,TRUE
9/24/23,1102968.28,0,2488886.04,442209.27,California,TRUE
9/25/23,1464429.73,0,2347464.02,300787.26,California,TRUE
9/26/23,819699.35,0,2368446.28,321769.52,California,TRUE
9/27/23,1854570.64,0,2479255.14,432578.37,California,TRUE
9/28/23,1309938.82,0,2712979.37,666302.61,California,TRUE
9/29/23,1972220.05,0,2718480.29,671803.53,California,TRUE
9/30/23,1728140.41,0,2688634.98,641958.21,California,TRUE
10/1/23,2402681.24,0,2700807.18,654130.42,California,TRUE
10/2/23,1564458.71,0,2796379.31,749702.54,California,TRUE
10/3/23,968671.64,0,2551670.04,504993.28,California,TRUE
10/4/23,1768493.67,0,2583359.34,536682.58,California,TRUE
10/5/23,1833701.95,0,2634869.51,588192.74,California,TRUE
10/6/23,927323.49,0,2718406.34,671729.57,California,TRUE
10/7/23,1515366.02,0,2694283.46,647606.69,California,TRUE
10/8/23,2426895.7,0,2681429.24,634752.47,California,TRUE
10/9/23,2210739.07,0,2600702.9,554026.13,California,TRUE
10/10/23,1157701,0,2610245.42,563568.66,California,TRUE
10/11/23,1507231.69,0,2576899.65,530222.88,California,TRUE
10/12/23,1123375.84,0,2481397.98,434721.21,California,TRUE
10/13/23,1662189.44,0,2363410.3,316733.54,California,TRUE
10/14/23,847346.12,0,2313583.26,266906.5,California,TRUE
10/15/23,1422027.32,0,2308741.52,262064.75,California,TRUE
10/16/23,1446347.89,0,2403273.88,356597.11,California,TRUE
10/17/23,1166801.22,0,2327394.63,280717.87,California,TRUE
10/18/23,1302057.07,0,2539696.04,493019.28,California,TRUE
10/19/23,1639860.61,0,2555706.53,509029.76,California,TRUE
10/20/23,1799103,0,2725830.06,679153.3,California,TRUE
10/21/23,1898856.5,0,2667482.59,620805.83,California,TRUE
10/22/23,1197744.02,0,2631860.78,585184.01,California,TRUE
10/23/23,2698735.19,1,2610210.96,563534.2,California,TRUE
10/24/23,1116258.44,0,2605015.52,558338.75,California,TRUE
10/25/23,881421.93,0,2743093.54,696416.78,California,TRUE
10/26/23,1343070.18,0,2967295.81,920619.04,California,TRUE
10/27/23,2430803.18,0,2920230.87,873554.11,California,TRUE
2/1/21,1044395.77,0,2573417.71,633829.11,Florida,TRUE
2/2/21,2356304.44,0,2435785.73,496197.13,Florida,TRUE
2/3/21,2234510.04,0,2674019.09,734430.49,Florida,TRUE
2/4/21,1656688.68,0,2491432.29,551843.69,Florida,TRUE
2/5/21,1539269.45,0,2542979.18,603390.57,Florida,TRUE
2/6/21,1566454.36,0,2598811.24,659222.63,Florida,TRUE
2/7/21,572367.97,0,2421781.57,482192.97,Florida,TRUE
2/8/21,1610799.88,0,2612148.67,672560.07,Florida,TRUE
2/9/21,1855624.44,0,2328550.72,388962.11,Florida,TRUE
2/10/21,1473837.93,0,2522087.4,582498.8,Florida,TRUE
2/11/21,2077848.92,0,2497223.02,557634.42,Florida,TRUE
2/12/21,1012381.3,0,2571130.17,631541.56,Florida,TRUE
2/13/21,1775636.23,0,2542824.79,603236.19,Florida,TRUE
2/14/21,1204397.1,0,2438858.45,499269.85,Florida,TRUE
2/15/21,2333725.84,0,2454449.51,514860.9,Florida,TRUE
2/16/21,765982.38,0,2401846.11,462257.51,Florida,TRUE
2/17/21,1224609.1,0,2528594.81,589006.21,Florida,TRUE
2/18/21,1275576.84,0,2508691.8,569103.19,Florida,TRUE
2/19/21,2102455.08,0,2386754.52,447165.91,Florida,TRUE
2/20/21,1517302.19,0,2586318.56,646729.95,Florida,TRUE
2/21/21,1871155.82,0,2495665.18,556076.58,Florida,TRUE
2/22/21,1685740.8,0,2605258.41,665669.8,Florida,TRUE
2/23/21,1271426.23,0,2214600.3,275011.7,Florida,TRUE
2/24/21,1068571.04,0,2343508.16,403919.56,Florida,TRUE
2/25/21,1131319.93,0,2135905.24,196316.63,Florida,TRUE
2/26/21,826145.86,0,2057994.06,118405.46,Florida,TRUE
2/27/21,1274082.33,0,2187515.78,247927.17,Florida,TRUE
2/28/21,1224015.13,0,2156556.03,216967.43,Florida,TRUE
3/1/21,1345938.48,0,2351510.55,411921.95,Florida,TRUE
3/2/21,1286573.84,0,2182791.13,243202.53,Florida,TRUE
3/3/21,1330388.39,0,2425517.19,485928.59,Florida,TRUE
3/4/21,1584592.05,0,2224135.71,284547.1,Florida,TRUE
3/5/21,1103407.49,0,2169017.08,229428.48,Florida,TRUE
3/6/21,1827589.85,0,2321168.29,381579.69,Florida,TRUE
3/7/21,620424.51,0,2259349.54,319760.94,Florida,TRUE
3/8/21,1165684.02,0,2364355.47,424766.86,Florida,TRUE
3/9/21,1460127.91,0,2251027.91,311439.31,Florida,TRUE
3/10/21,1376192.66,0,2382216.33,442627.72,Florida,TRUE
3/11/21,1408224.07,0,2292301.49,352712.89,Florida,TRUE
3/12/21,1768412.12,0,2437548.19,497959.59,Florida,TRUE
3/13/21,1600333.87,0,2447658.96,508070.35,Florida,TRUE
3/14/21,797100.47,0,2420584.63,480996.03,Florida,TRUE
3/15/21,2387986.82,0,2477325.15,537736.54,Florida,TRUE
3/16/21,639398.86,0,2180432.01,240843.4,Florida,TRUE
3/17/21,1665207.95,0,2406047.27,466458.67,Florida,TRUE
3/18/21,893998.17,0,2359567.88,419979.28,Florida,TRUE
3/19/21,1148457.69,0,2111114.9,171526.3,Florida,TRUE
3/20/21,2034065.79,0,2271225.79,331637.19,Florida,TRUE
3/21/21,1277824.57,0,2136923.22,197334.62,Florida,TRUE
3/22/21,854391.86,0,2402666.03,463077.43,Florida,TRUE
3/23/21,868670.67,0,2236913.32,297324.72,Florida,TRUE
3/24/21,1203625.52,0,2295823.58,356234.98,Florida,TRUE
3/25/21,1842788.36,0,2274979.42,335390.82,Florida,TRUE
3/26/21,1446486.26,0,2356459.68,416871.07,Florida,TRUE
3/27/21,1300862.72,0,2486423.32,546834.72,Florida,TRUE
3/28/21,1937995.23,0,2367100.33,427511.72,Florida,TRUE
3/29/21,1630329.56,0,2443097,503508.39,Florida,TRUE
3/30/21,886911.78,0,2208895.15,269306.55,Florida,TRUE
3/31/21,846900.09,0,2494629.28,555040.68,Florida,TRUE
4/1/21,1463355.58,0,2232026.7,292438.1,Florida,TRUE
4/2/21,1265370.9,0,2363441.52,423852.92,Florida,TRUE
4/3/21,2155426.68,0,2483653.57,544064.97,Florida,TRUE
4/4/21,905857,0,2519048.85,579460.25,Florida,TRUE
4/5/21,2755809.2,1,2551304.92,611716.32,Florida,TRUE
4/6/21,836891.71,0,2281411.77,341823.17,Florida,TRUE
4/7/21,1573202.63,0,2419347.09,479758.49,Florida,TRUE
4/8/21,777738.55,0,2359811.83,420223.22,Florida,TRUE
4/9/21,834416.39,0,2244951.17,305362.57,Florida,TRUE
4/10/21,1975399.05,0,2362058.37,422469.77,Florida,TRUE
4/11/21,1295189.93,0,2400376.62,460788.02,Florida,TRUE
4/12/21,2157360.54,0,2561925.52,622336.91,Florida,TRUE
4/13/21,765137.67,0,2368112.78,428524.18,Florida,TRUE
4/14/21,2319965.92,0,2346465.57,406876.97,Florida,TRUE
4/15/21,997171.36,0,2193071.16,253482.55,Florida,TRUE
4/16/21,936024.77,0,2042162.64,102574.04,Florida,TRUE
4/17/21,678293.68,0,2178918.81,239330.2,Florida,TRUE
4/18/21,1027508.83,0,2033648.95,94060.34,Florida,TRUE
4/19/21,1306576.84,0,2247512.02,307923.42,Florida,TRUE
4/20/21,830926.42,0,2026331.18,86742.58,Florida,TRUE
4/21/21,1781612.44,0,2315023.93,375435.33,Florida,TRUE
4/22/21,1582803.42,0,2215732.03,276143.43,Florida,TRUE
4/23/21,846056.4,0,2194496.74,254908.14,Florida,TRUE
4/24/21,1553568.04,0,2300439.67,360851.07,Florida,TRUE
4/25/21,1138545.31,0,2181360.79,241772.19,Florida,TRUE
4/26/21,1363505.74,0,2278535.58,338946.98,Florida,TRUE
4/27/21,681022.54,0,2127342.34,187753.74,Florida,TRUE
4/28/21,1426595.82,0,2303288.21,363699.61,Florida,TRUE
4/29/21,1351617.48,0,2088898.95,149310.34,Florida,TRUE
4/30/21,1246001.24,0,2135994.43,196405.83,Florida,TRUE
5/1/21,1639614.22,0,2314184.74,374596.13,Florida,TRUE
5/2/21,443900.26,0,2180051.77,240463.17,Florida,TRUE
5/3/21,1898750.07,0,2255348.32,315759.72,Florida,TRUE
5/4/21,1036850.24,0,1994307.57,54718.97,Florida,TRUE
5/5/21,966200.61,0,2444921.14,505332.54,Florida,TRUE
5/6/21,967283.83,0,2485623.29,546034.69,Florida,TRUE
5/7/21,877013.54,0,2351360.26,411771.66,Florida,TRUE
5/8/21,3648334.3,1,2437865.5,498276.9,Florida,TRUE
5/9/21,1534895.11,0,2396237.06,456648.46,Florida,TRUE
5/10/21,1164484.79,0,2549652.26,610063.66,Florida,TRUE
5/11/21,750882.51,0,2440051.98,500463.38,Florida,TRUE
5/12/21,1153337.08,0,2352944.52,413355.92,Florida,TRUE
5/13/21,1129780.72,0,2265053.09,325464.49,Florida,TRUE
5/14/21,1568109.16,0,2218841.02,279252.42,Florida,TRUE
5/15/21,1893007.17,0,2483714.98,544126.38,Florida,TRUE
5/16/21,1725734.86,0,2486438.15,546849.54,Florida,TRUE
5/17/21,1046576.24,0,2611200.4,671611.8,Florida,TRUE
5/18/21,1713495.81,0,2315665.77,376077.16,Florida,TRUE
5/19/21,1650934.79,0,2339083.97,399495.37,Florida,TRUE
5/20/21,1091707,0,2086205.06,146616.46,Florida,TRUE
5/21/21,957664.28,0,2154485.43,214896.83,Florida,TRUE
5/22/21,911359.71,0,2180240.1,240651.49,Florida,TRUE
5/23/21,761662.27,0,2170187.02,230598.42,Florida,TRUE
5/24/21,1730114.73,0,2442470.83,502882.23,Florida,TRUE
5/25/21,1002274.06,0,2259966.44,320377.84,Florida,TRUE
5/26/21,2059098.8,0,2385189.33,445600.73,Florida,TRUE
5/27/21,2086284.2,0,2478354.73,538766.13,Florida,TRUE
5/28/21,1138431.08,0,2521297.66,581709.06,Florida,TRUE
5/29/21,642345.07,1,2650626.71,711038.11,Florida,TRUE
5/30/21,2219899.87,0,2522681.87,583093.26,Florida,TRUE
5/31/21,2236291.13,0,2502600.5,563011.9,Florida,TRUE
6/1/21,1016073.02,0,2316774.18,377185.58,Florida,TRUE
6/2/21,1642020.42,0,2602910.92,663322.32,Florida,TRUE
6/3/21,1034305.18,0,2437036.17,497447.57,Florida,TRUE
6/4/21,1295944.36,0,2268299.43,328710.82,Florida,TRUE
6/5/21,1499727.33,0,2493964.65,554376.05,Florida,TRUE
6/6/21,1864856.42,0,2372016.13,432427.53,Florida,TRUE
6/7/21,1260709.85,0,2566203.5,626614.89,Florida,TRUE
6/8/21,1704225.16,0,2319505.85,379917.24,Florida,TRUE
6/9/21,1266916.36,0,2426896.86,487308.26,Florida,TRUE
6/10/21,1482207.23,0,2132025.42,192436.82,Florida,TRUE
6/11/21,1027358.36,0,2193537.18,253948.58,Florida,TRUE
6/12/21,1105889.51,0,2287319.83,347731.23,Florida,TRUE
6/13/21,606836.14,0,2177933.7,238345.09,Florida,TRUE
6/14/21,1896868.12,0,2261429.21,321840.61,Florida,TRUE
6/15/21,1469199.28,0,2222204.41,282615.81,Florida,TRUE
6/16/21,979748.95,0,2518487.83,578899.23,Florida,TRUE
6/17/21,1155266.38,0,2518102.15,578513.54,Florida,TRUE
6/18/21,2211082.28,0,2509379.37,569790.77,Florida,TRUE
6/19/21,2034298.54,0,2559752.23,620163.63,Florida,TRUE
6/20/21,1410216.14,0,2509534.62,569946.02,Florida,TRUE
6/21/21,2041384.63,0,2658357.47,718768.87,Florida,TRUE
6/22/21,930304.89,0,2308163.99,368575.39,Florida,TRUE
6/23/21,1106761.23,0,2379512.66,439924.06,Florida,TRUE
6/24/21,1285616.84,0,2187921.61,248333,Florida,TRUE
6/25/21,1218025.43,0,2306485.87,366897.27,Florida,TRUE
6/26/21,1388164.34,0,2368488.95,428900.35,Florida,TRUE
6/27/21,875158.56,0,2242318.26,302729.66,Florida,TRUE
6/28/21,3076910.38,1,2334259.86,394671.25,Florida,TRUE
6/29/21,472822.07,0,2223844.83,284256.23,Florida,TRUE
6/30/21,702101.93,0,2436781.49,497192.88,Florida,TRUE
7/1/21,1017798.53,0,2462052.54,522463.94,Florida,TRUE
7/2/21,1903417.79,0,2330312.12,390723.51,Florida,TRUE
7/3/21,1733146.02,0,2469995.44,530406.84,Florida,TRUE
7/4/21,1858135.72,0,2463072.91,523484.31,Florida,TRUE
7/5/21,2360303.34,0,2672162.21,732573.61,Florida,TRUE
7/6/21,559100.94,0,2328556.9,388968.3,Florida,TRUE
7/7/21,1132179.74,0,2529469.6,589881,Florida,TRUE
7/8/21,1570014.18,0,2256261.3,316672.7,Florida,TRUE
7/9/21,956478.16,0,1979987.95,40399.34,Florida,TRUE
7/10/21,1993960.02,0,2255558.01,315969.41,Florida,TRUE
7/11/21,751757.42,0,2183916,244327.4,Florida,TRUE
7/12/21,631965.76,0,2276076.23,336487.63,Florida,TRUE
7/13/21,1596586.96,0,2109157.56,169568.96,Florida,TRUE
7/14/21,1109221.22,0,2363248.6,423660,Florida,TRUE
7/15/21,1303726.3,0,2326767.26,387178.65,Florida,TRUE
7/16/21,1246345.02,0,2383234.61,443646.01,Florida,TRUE
7/17/21,2627022.4,1,2499324.18,559735.58,Florida,TRUE
7/18/21,1302467.8,0,2524502.11,584913.51,Florida,TRUE
7/19/21,1232813.17,0,2573571.29,633982.69,Florida,TRUE
7/20/21,1517709.51,0,2346589.72,407001.12,Florida,TRUE
7/21/21,1764002.32,0,2331799.5,392210.9,Florida,TRUE
7/22/21,735801.06,0,2225538.12,285949.52,Florida,TRUE
7/23/21,1115771.55,0,2234439.58,294850.98,Florida,TRUE
7/24/21,1377915.95,0,2344560.27,404971.67,Florida,TRUE
7/25/21,1364717.96,0,2229859.79,290271.19,Florida,TRUE
7/26/21,1500699.3,0,2470017.84,530429.24,Florida,TRUE
7/27/21,1397049.93,0,2215735.48,276146.87,Florida,TRUE
7/28/21,1439634.53,0,2322527.97,382939.37,Florida,TRUE
7/29/21,1505497.92,0,2164161.87,224573.27,Florida,TRUE
7/30/21,794092.53,0,2224272.67,284684.07,Florida,TRUE
7/31/21,979888.49,0,2265151.57,325562.97,Florida,TRUE
8/1/21,1062235.05,0,2254266.51,314677.9,Florida,TRUE
8/2/21,2127050.86,0,2305687.76,366099.16,Florida,TRUE
8/3/21,791697.8,0,2186382.39,246793.78,Florida,TRUE
8/4/21,1841974.61,0,2454306.46,514717.86,Florida,TRUE
8/5/21,954037.23,0,2403142.91,463554.31,Florida,TRUE
8/6/21,1417252.45,0,2147060.58,207471.98,Florida,TRUE
8/7/21,1709782.12,0,2364002.49,424413.89,Florida,TRUE
8/8/21,1510169.96,0,2292602.7,353014.09,Florida,TRUE
8/9/21,540050.49,0,2461245.73,521657.13,Florida,TRUE
8/10/21,1418786.73,0,2290781.19,351192.59,Florida,TRUE
8/11/21,1820711.62,0,2401248.14,461659.53,Florida,TRUE
8/12/21,1223129.01,0,2190283.35,250694.75,Florida,TRUE
8/13/21,1682298.19,0,2272020.64,332432.04,Florida,TRUE
8/14/21,1337475.83,0,2335832.09,396243.49,Florida,TRUE
8/15/21,839496.28,0,2317918.9,378330.3,Florida,TRUE
8/16/21,1317787.42,0,2425867.83,486279.23,Florida,TRUE
8/17/21,973962.45,0,2139777.68,200189.08,Florida,TRUE
8/18/21,2173854.83,0,2411704.43,472115.83,Florida,TRUE
8/19/21,1067362.08,0,2317029.35,377440.75,Florida,TRUE
8/20/21,1137964.64,0,2257687.06,318098.45,Florida,TRUE
8/21/21,2095388.2,0,2442193.67,502605.07,Florida,TRUE
8/22/21,982850.52,0,2269175.26,329586.66,Florida,TRUE
8/23/21,1107967.26,0,2554423.05,614834.45,Florida,TRUE
8/24/21,1374004.32,0,2304477.74,364889.14,Florida,TRUE
8/25/21,1441261.54,0,2355548.3,415959.7,Florida,TRUE
8/26/21,2152687.12,0,2268693.43,329104.82,Florida,TRUE
8/27/21,846645,0,2252915.14,313326.53,Florida,TRUE
8/28/21,1307307.21,0,2333639.21,394050.61,Florida,TRUE
8/29/21,1180946.21,0,2337673.93,398085.32,Florida,TRUE
8/30/21,1203095.14,0,2475987.54,536398.94,Florida,TRUE
8/31/21,1047568.44,0,2278012.93,338424.32,Florida,TRUE
9/1/21,1948040.08,0,2400113.17,460524.56,Florida,TRUE
9/2/21,2209472.93,0,2271924.53,332335.92,Florida,TRUE
9/3/21,919120.25,0,2437937.93,498349.33,Florida,TRUE
9/4/21,1016433.99,0,2640179.19,700590.59,Florida,TRUE
9/5/21,1089705.53,0,2423087.57,483498.96,Florida,TRUE
9/6/21,2570764.9,1,2379959.02,440370.42,Florida,TRUE
9/7/21,1571752.83,0,2191072.99,251484.39,Florida,TRUE
9/8/21,906934.26,0,2452585.19,512996.59,Florida,TRUE
9/9/21,996163.61,0,2430245.55,490656.95,Florida,TRUE
9/10/21,1055215.6,0,2217857.01,278268.41,Florida,TRUE
9/11/21,1701444.47,0,2307152.2,367563.6,Florida,TRUE
9/12/21,1739407.84,0,2252827.1,313238.5,Florida,TRUE
9/13/21,1289621.08,0,2370515.47,430926.87,Florida,TRUE
9/14/21,1305314.72,0,2116528.36,176939.75,Florida,TRUE
9/15/21,1005194.09,0,2306297.57,366708.97,Florida,TRUE
9/16/21,908572.76,0,2129809.77,190221.17,Florida,TRUE
9/17/21,735603.32,0,2090397.1,150808.5,Florida,TRUE
9/18/21,1884254.04,0,2223058.77,283470.17,Florida,TRUE
9/19/21,1310073.06,0,2269387.96,329799.36,Florida,TRUE
9/20/21,1219308.32,0,2442520.76,502932.16,Florida,TRUE
9/21/21,1342441.99,0,2274159.04,334570.44,Florida,TRUE
9/22/21,1808033.96,0,2257448.21,317859.61,Florida,TRUE
9/23/21,1209092.89,0,2174625.54,235036.93,Florida,TRUE
9/24/21,1015368.8,0,2200210.67,260622.07,Florida,TRUE
9/25/21,621703.33,0,2381063.5,441474.89,Florida,TRUE
9/26/21,1536394.14,0,2173036.85,233448.25,Florida,TRUE
9/27/21,1603980.19,0,2184749.89,245161.29,Florida,TRUE
9/28/21,1716907.34,0,2059014.41,119425.81,Florida,TRUE
9/29/21,830383,0,2302704.8,363116.2,Florida,TRUE
9/30/21,379674.66,0,2194362.83,254774.22,Florida,TRUE
10/1/21,1593517.99,0,2144448.4,204859.79,Florida,TRUE
10/2/21,1181961.15,0,2274864.13,335275.53,Florida,TRUE
10/3/21,1584080.13,0,2153656.93,214068.32,Florida,TRUE
10/4/21,1460155.09,0,2398235.31,458646.7,Florida,TRUE
10/5/21,1738313.08,0,2166848.75,227260.15,Florida,TRUE
10/6/21,460468.11,0,2355335.77,415747.17,Florida,TRUE
10/7/21,1180313.84,0,2278973.38,339384.78,Florida,TRUE
10/8/21,1432109.64,0,2266988.03,327399.43,Florida,TRUE
10/9/21,1355795.4,0,2295612.1,356023.5,Florida,TRUE
10/10/21,1855623.17,0,2302615.43,363026.82,Florida,TRUE
10/11/21,1581833.58,0,2466548.29,526959.69,Florida,TRUE
10/12/21,1047177.12,0,2245252.62,305664.01,Florida,TRUE
10/13/21,988026.96,0,2362908.77,423320.17,Florida,TRUE
10/14/21,1416434.4,0,2170171.98,230583.37,Florida,TRUE
10/15/21,1341337.47,0,2001382.42,61793.81,Florida,TRUE
10/16/21,1033813.58,0,2164284.52,224695.92,Florida,TRUE
10/17/21,1312545.4,0,2101323.24,161734.64,Florida,TRUE
10/18/21,605882.57,0,2236019.7,296431.1,Florida,TRUE
10/19/21,1295987.43,0,2019657.9,80069.3,Florida,TRUE
10/20/21,1025833.57,0,2289845.76,350257.16,Florida,TRUE
10/21/21,1447900.11,0,2151185.13,211596.53,Florida,TRUE
10/22/21,1285102.44,0,2216592.46,277003.85,Florida,TRUE
10/23/21,1779553.68,0,2210249.44,270660.84,Florida,TRUE
10/24/21,1148000.77,0,2175276.78,235688.17,Florida,TRUE
10/25/21,1269309.78,0,2258775.37,319186.76,Florida,TRUE
10/26/21,360081.89,0,2078921.17,139332.57,Florida,TRUE
10/27/21,1259560.49,0,2316201.6,376613,Florida,TRUE
10/28/21,1120980.76,0,2262535.19,322946.59,Florida,TRUE
10/29/21,1484420.6,0,2235294.24,295705.63,Florida,TRUE
10/30/21,2294941.8,0,2450678.3,511089.7,Florida,TRUE
10/31/21,1578415.7,0,2445164.94,505576.34,Florida,TRUE
11/1/21,1284199.01,0,2729501.45,789912.84,Florida,TRUE
11/2/21,976265.94,0,2412841.18,473252.58,Florida,TRUE
11/3/21,1699502.52,0,2422789.77,483201.16,Florida,TRUE
11/4/21,2199926.8,0,2282619.01,343030.41,Florida,TRUE
11/5/21,726096.28,0,2214106.33,274517.73,Florida,TRUE
11/6/21,1219006.98,0,2392765.01,453176.41,Florida,TRUE
11/7/21,1403300.2,0,2267818.98,328230.38,Florida,TRUE
11/8/21,1010186.19,0,2205881.29,266292.69,Florida,TRUE
11/9/21,1335372.28,0,2311618.03,372029.42,Florida,TRUE
11/10/21,1303415.88,0,2435817.71,496229.1,Florida,TRUE
11/11/21,854953.48,0,2349939.95,410351.35,Florida,TRUE
11/12/21,2924550.95,1,2330755.15,391166.55,Florida,TRUE
11/13/21,942829.83,0,2454823.38,515234.78,Florida,TRUE
11/14/21,1608235.72,0,2545793.97,606205.37,Florida,TRUE
11/15/21,1081468.51,0,2686816.91,747228.3,Florida,TRUE
11/16/21,1312345.47,0,2176255.36,236666.76,Florida,TRUE
11/17/21,2418745.57,1,2413025.6,473437,Florida,TRUE
11/18/21,930704.53,0,2378793.12,439204.52,Florida,TRUE
11/19/21,808917.67,0,2457003.71,517415.11,Florida,TRUE
11/20/21,1454646.59,0,2506144.36,566555.76,Florida,TRUE
11/21/21,2174688.17,0,2532966.67,593378.07,Florida,TRUE
11/22/21,1834518.57,0,2959316.47,1019727.87,Florida,TRUE
11/23/21,764825.59,1,2922665.4,983076.8,Florida,TRUE
11/24/21,3085037.29,0,3095036.16,1155447.56,Florida,TRUE
11/25/21,3003743.66,1,2971740.29,1032151.68,Florida,TRUE
11/26/21,2010657.73,0,2854452.74,914864.13,Florida,TRUE
11/27/21,1515666.98,0,3025214.46,1085625.85,Florida,TRUE
11/28/21,2117696.85,0,2705529.18,765940.58,Florida,TRUE
11/29/21,1219081.65,0,2606457.32,666868.72,Florida,TRUE
11/30/21,1068653.2,0,2414039.59,474450.99,Florida,TRUE
12/1/21,1325775.9,0,2503454.66,563866.06,Florida,TRUE
12/2/21,1398831.2,0,2163025.83,223437.23,Florida,TRUE
12/3/21,2122031.14,0,2124077.41,184488.8,Florida,TRUE
12/4/21,995997.55,0,2459111.91,519523.3,Florida,TRUE
12/5/21,540774.85,1,2549697.29,610108.69,Florida,TRUE
12/6/21,1152018.59,0,2767780.29,828191.69,Florida,TRUE
12/7/21,2522390.28,1,2490645.46,551056.86,Florida,TRUE
12/8/21,2438409.16,0,2654580.78,714992.17,Florida,TRUE
12/9/21,2014002.71,0,2609132.67,669544.07,Florida,TRUE
12/10/21,1640384.88,0,2912046.71,972458.1,Florida,TRUE
12/11/21,997969.84,0,2789910.36,850321.76,Florida,TRUE
12/12/21,1028717.89,0,2814081.58,874492.98,Florida,TRUE
12/13/21,3477992.77,1,2906395.49,966806.89,Florida,TRUE
12/14/21,775931.43,0,2708165.48,768576.88,Florida,TRUE
12/15/21,3086143.29,1,2870687.86,931099.26,Florida,TRUE
12/16/21,1748790.6,0,2819167.57,879578.97,Florida,TRUE
12/17/21,1711072.34,0,2554898.54,615309.93,Florida,TRUE
12/18/21,990051.6,0,2883798.13,944209.53,Florida,TRUE
12/19/21,1474155.65,0,2934347.28,994758.68,Florida,TRUE
12/20/21,1833685.44,0,3098241.07,1158652.47,Florida,TRUE
12/21/21,2186724.16,0,3229626.31,1290037.7,Florida,TRUE
12/22/21,3918522.92,1,3817627.27,1878038.67,Florida,TRUE
12/23/21,1984637.63,0,3789098.01,1849509.41,Florida,TRUE
12/24/21,4089066.53,1,3589416.09,1649827.48,Florida,TRUE
12/25/21,3960483.46,1,3546655.02,1607066.42,Florida,TRUE
12/26/21,2080530.61,0,3084406.01,1144817.4,Florida,TRUE
12/27/21,641487.89,1,3188979.94,1249391.34,Florida,TRUE
12/28/21,995892.26,0,2580618.9,641030.3,Florida,TRUE
12/29/21,1161315.39,0,2445779.42,506190.81,Florida,TRUE
12/30/21,1805245.69,0,2234504.19,294915.59,Florida,TRUE
12/31/21,1288836.77,0,2291084.43,351495.83,Florida,TRUE
1/1/22,1871032.18,0,2509424.45,569835.85,Florida,TRUE
1/2/22,1407683.83,0,2394555.15,454966.54,Florida,TRUE
1/3/22,1243125.49,0,2472081.43,532492.82,Florida,TRUE
1/4/22,1632767.96,0,2273231.12,333642.51,Florida,TRUE
1/5/22,835765.83,0,2340230.81,400642.21,Florida,TRUE
1/6/22,1436520.17,0,2225556.31,285967.71,Florida,TRUE
1/7/22,1355182.13,0,2227373.83,287785.23,Florida,TRUE
1/8/22,1194455.13,0,2403748.99,464160.38,Florida,TRUE
1/9/22,1411042.13,0,2459601.49,520012.89,Florida,TRUE
1/10/22,1461424.07,0,2508943.47,569354.87,Florida,TRUE
1/11/22,1975889.61,0,2194857.79,255269.19,Florida,TRUE
1/12/22,1705268.92,0,2291405.1,351816.5,Florida,TRUE
1/13/22,870504.55,0,2123473.34,183884.74,Florida,TRUE
1/14/22,614879.92,0,2163749.71,224161.11,Florida,TRUE
1/15/22,724711.39,0,2426954.17,487365.57,Florida,TRUE
1/16/22,1041599.6,0,2242932.35,303343.75,Florida,TRUE
1/17/22,1948934.58,0,2360840.08,421251.48,Florida,TRUE
1/18/22,2926816.41,1,2234549.92,294961.32,Florida,TRUE
1/19/22,895651.72,0,2376686.61,437098.01,Florida,TRUE
1/20/22,784449.2,0,2344800.03,405211.42,Florida,TRUE
1/21/22,1189146.34,0,2142611.67,203023.07,Florida,TRUE
1/22/22,574093.29,0,1961387.05,21798.44,Florida,TRUE
1/23/22,1624473.32,0,1990019.39,50430.78,Florida,TRUE
1/24/22,739192.01,0,2192090.15,252501.55,Florida,TRUE
1/25/22,766739.61,0,2009563.34,69974.74,Florida,TRUE
1/26/22,1574613.66,0,2256115.23,316526.63,Florida,TRUE
1/27/22,1287535.07,0,2046857.45,107268.85,Florida,TRUE
1/28/22,1369756.23,0,2205208.82,265620.22,Florida,TRUE
1/29/22,1154381.59,0,2360165.78,420577.18,Florida,TRUE
1/30/22,965748.67,0,2344356.27,404767.66,Florida,TRUE
1/31/22,2053227.53,0,2419255.7,479667.09,Florida,TRUE
2/1/22,959933.87,0,2242634.44,303045.84,Florida,TRUE
