Date,State,Daily_Sales,Temperature,Fuel_Price,CPI,Unemployment,Holiday_Flag
2021-10-08,Texas,1038629.75,65.54,2.74,163.59,9.67,0
2021-10-08,Virginia,627447.76,64.61,2.77,167.76,8.85,0
2021-10-09,California,1747448.97,61.82,2.83,151.02,8.74,0
2021-10-09,Florida,1355795.4,62.72,2.64,201.25,7.4,0
2021-10-09,Ohio,846012.27,53.99,2.8,158.39,7.72,0
2021-10-09,Texas,1034300.25,65.54,2.75,163.6,9.67,0
2021-10-09,Virginia,1503149.34,64.61,2.77,167.76,8.85,0
2021-10-10,California,1135196.48,58.78,2.89,151.07,8.74,0
2021-10-10,Florida,1855623.17,63.06,2.73,201.31,7.4,0
2021-10-10,Ohio,1043779.99,53.9,2.9,158.43,7.72,0
2021-10-10,Texas,1280465.77,65.6,2.83,163.64,9.67,0
2021-10-10,Virginia,1083540.64,63.11,2.84,167.81,8.85,0
2021-10-11,California,1017693.62,58.78,2.89,151.07,8.74,1
2021-10-11,Florida,1581833.58,63.07,2.73,201.31,7.4,1
2021-10-11,Ohio,2145254.1,53.9,2.9,158.43,7.72,1
2021-10-11,Texas,1194074.76,65.6,2.83,163.64,9.67,1
2021-10-11,Virginia,1096236.65,63.11,2.84,167.81,8.85,1
2021-10-12,California,1180772.3,58.78,2.89,151.07,8.74,0
2021-10-12,Florida,1047177.12,63.06,2.73,201.31,7.4,0
2021-10-12,Ohio,1639695.84,53.9,2.9,158.42,7.72,0
2021-10-12,Texas,1053956.99,65.61,2.83,163.64,9.67,0
2021-10-12,Virginia,1410415.93,63.11,2.84,167.82,8.85,0
2021-10-13,California,1644764.13,58.78,2.89,151.07,8.74,0
2021-10-13,Florida,988026.96,63.06,2.73,201.32,7.4,0
2021-10-13,Ohio,1391600.27,53.9,2.9,158.42,7.72,0
2021-10-13,Texas,782388.95,65.6,2.83,163.64,9.67,0
2021-10-13,Virginia,702319.88,63.11,2.84,167.81,8.85,0
2021-10-14,California,1698134.51,58.78,2.89,151.06,8.74,0
2021-10-14,Florida,1416434.4,63.06,2.73,201.32,7.4,0
2021-10-14,Ohio,1501391.75,53.9,2.9,158.42,7.72,0
2021-10-14,Texas,1107593.79,65.6,2.83,163.64,9.67,0
2021-10-14,Virginia,503819.85,63.11,2.84,167.81,8.85,0
2021-10-15,California,1777917.94,58.78,2.89,151.07,8.74,0
2021-10-15,Florida,1341337.47,63.06,2.73,201.31,7.4,0
2021-10-15,Ohio,1554848.26,53.9,2.9,158.42,7.72,0
2021-10-15,Texas,1008006.59,65.6,2.83,163.64,9.67,0
2021-10-15,Virginia,845912.67,63.11,2.84,167.82,8.85,0
2021-10-16,California,2188124.9,58.78,2.89,151.07,8.74,0
2021-10-16,Florida,1033813.58,63.07,2.73,201.31,7.4,0
2021-10-16,Ohio,1615166.54,53.9,2.9,158.42,7.72,0
2021-10-16,Texas,656467.78,65.6,2.83,163.64,9.67,0
2021-10-16,Virginia,998913.06,63.11,2.84,167.81,8.85,0
2021-10-17,California,1205260.48,56.4,2.9,151.12,8.74,0
2021-10-17,Florida,1312545.4,65.09,2.73,201.37,7.4,0
2021-10-17,Ohio,1215318.85,49.72,2.94,158.48,7.72,0
2021-10-17,Texas,655930.65,63.36,2.83,163.69,9.67,0
2021-10-17,Virginia,1253151.07,61.09,2.85,167.87,8.85,0
2021-10-18,California,1319297.5,56.4,2.9,151.13,8.74,0
2021-10-18,Florida,605882.57,65.09,2.73,201.36,7.4,0
2021-10-18,Ohio,2652464.93,49.72,2.94,158.48,7.72,0
2021-10-18,Texas,756311.76,63.36,2.83,163.69,9.67,0
2021-10-18,Virginia,627248.51,61.09,2.85,167.86,8.85,0
2021-10-19,California,911369.22,56.4,2.9,151.12,8.74,0
2021-10-19,Florida,1295987.43,65.09,2.73,201.36,7.4,0
2021-10-19,Ohio,639780.36,49.72,2.94,158.48,7.72,0
2021-10-19,Texas,1071291.3,63.35,2.84,163.7,9.67,0
2021-10-19,Virginia,681860.1,61.08,2.85,167.87,8.85,0
2021-10-20,California,1411489.3,56.4,2.9,151.12,8.74,0
2021-10-20,Florida,1025833.57,65.09,2.73,201.36,7.4,0
2021-10-20,Ohio,1184172.9,49.72,2.94,158.48,7.72,0
2021-10-20,Texas,2022130.46,63.36,2.83,163.69,9.67,0
2021-10-20,Virginia,442678.86,61.09,2.85,167.86,8.85,0
2021-10-21,California,1935299.8,56.4,2.9,151.12,8.74,0
2021-10-21,Florida,1447900.11,65.09,2.73,201.36,7.4,0
2021-10-21,Ohio,1261505.22,49.72,2.94,158.48,7.72,0
2021-10-21,Texas,1002188.83,63.36,2.83,163.69,9.67,0
2021-10-21,Virginia,1236264.85,61.09,2.85,167.86,8.85,0
2021-10-22,California,1563846.15,56.4,2.9,151.13,8.74,0
2021-10-22,Florida,1285102.44,65.09,2.73,201.36,7.4,0
2021-10-22,Ohio,1803755.86,49.72,2.94,158.48,7.72,0
2021-10-22,Texas,700702.06,63.36,2.83,163.69,9.67,0
2021-10-22,Virginia,750640.99,61.09,2.85,167.86,8.85,0
2021-10-23,California,2163783.95,56.41,2.9,151.12,8.74,0
2021-10-23,Florida,1779553.68,65.09,2.73,201.36,7.4,0
2021-10-23,Ohio,1820260.24,49.72,2.94,158.47,7.72,0
2021-10-23,Texas,664523.08,63.35,2.83,163.69,9.67,0
2021-10-23,Virginia,1361337.0,61.09,2.85,167.86,8.85,0
2021-10-24,California,1576102.58,55.23,2.91,151.17,8.74,0
2021-10-24,Florida,1148000.77,62.55,2.72,201.41,7.4,0
2021-10-24,Ohio,2058682.4,55.77,2.95,158.53,7.72,0
2021-10-24,Texas,690702.51,62.07,2.84,163.74,9.67,0
2021-10-24,Virginia,570409.85,60.31,2.86,167.91,8.85,0
2021-10-25,California,1265556.98,55.23,2.91,151.18,8.74,0
2021-10-25,Florida,1269309.78,62.55,2.72,201.41,7.4,0
2021-10-25,Ohio,2365663.83,55.77,2.95,158.53,7.72,0
2021-10-25,Texas,1185735.47,62.07,2.84,163.74,9.67,0
2021-10-25,Virginia,1048945.74,60.31,2.86,167.91,8.85,0
2021-10-26,California,1020485.91,55.23,2.91,151.18,8.74,0
2021-10-26,Florida,360081.89,62.55,2.72,201.41,7.4,0
2021-10-26,Ohio,1007948.65,55.77,2.95,158.53,7.72,0
2021-10-26,Texas,588284.39,62.07,2.84,163.74,9.67,0
2021-10-26,Virginia,1152035.71,60.31,2.86,167.91,8.85,0
2021-10-27,California,1794685.83,55.23,2.91,151.17,8.74,0
2021-10-27,Florida,1259560.49,62.55,2.72,201.42,7.4,0
2021-10-27,Ohio,1162251.55,55.77,2.95,158.53,7.72,0
2021-10-27,Texas,1152026.57,62.07,2.84,163.75,9.67,0
2021-10-27,Virginia,938806.73,60.31,2.86,167.91,8.85,0
2021-10-28,California,1921683.63,55.23,2.91,151.17,8.74,0
2021-10-28,Florida,1120980.76,62.55,2.72,201.42,7.4,0
2021-10-28,Ohio,1162946.69,55.77,2.95,158.53,7.72,0
2021-10-28,Texas,1374232.76,62.07,2.84,163.74,9.67,0
2021-10-28,Virginia,919591.48,60.31,2.86,167.91,8.85,0
2021-10-29,California,2167816.1,55.23,2.91,151.18,8.74,0
2021-10-29,Florida,1484420.6,62.55,2.72,201.42,7.4,0
2021-10-29,Ohio,1466098.77,55.77,2.95,158.52,7.72,0
2021-10-29,Texas,801757.16,62.07,2.84,163.74,9.67,0
2021-10-29,Virginia,649373.46,60.31,2.86,167.91,8.85,0
2021-10-30,California,1011813.44,55.23,2.91,151.18,8.74,0
2021-10-30,Florida,2294941.8,62.55,2.72,201.41,7.4,0
2021-10-30,Ohio,1446604.08,55.77,2.95,158.53,7.72,0
2021-10-30,Texas,1167686.29,62.07,2.84,163.74,9.67,0
2021-10-30,Virginia,997606.23,60.31,2.86,167.91,8.85,0
2021-10-31,California,1045011.7,51.26,2.9,151.23,8.74,0
2021-10-31,Florida,1578415.7,57.09,2.7,201.46,7.4,0
2021-10-31,Ohio,1867449.03,42.4,2.94,158.58,7.72,0
2021-10-31,Texas,683547.25,56.86,2.83,163.79,9.67,0
2021-10-31,Virginia,789025.76,55.8,2.85,167.96,8.85,0
2021-11-01,California,1665536.1,51.26,2.9,151.22,8.74,0
2021-11-01,Florida,1284199.01,57.09,2.7,201.46,7.4,0
2021-11-01,Ohio,1504851.68,42.4,2.94,158.58,7.72,0
2021-11-01,Texas,1033627.98,56.86,2.83,163.79,9.67,0
2021-11-01,Virginia,766336.58,55.8,2.85,167.95,8.85,0
2021-11-02,California,2076271.66,51.26,2.9,151.23,8.74,0
2021-11-02,Florida,976265.94,57.09,2.7,201.47,7.4,0
2021-11-02,Ohio,1015009.8,42.4,2.94,158.58,7.72,0
2021-11-02,Texas,884666.31,56.86,2.83,163.79,9.67,0
2021-11-02,Virginia,1012401.07,55.8,2.85,167.96,8.85,0
2021-11-03,California,2495336.48,51.27,2.9,151.23,8.74,0
2021-11-03,Florida,1699502.52,57.09,2.7,201.46,7.4,0
2021-11-03,Ohio,938894.68,42.4,2.94,158.58,7.72,0
2021-11-03,Texas,1386097.34,56.86,2.83,163.79,9.67,0
2021-11-03,Virginia,1044143.28,55.8,2.85,167.96,8.85,0
2021-11-04,California,1355725.89,51.26,2.9,151.23,8.74,0
2021-11-04,Florida,2199926.8,57.09,2.7,201.46,7.4,0
2021-11-04,Ohio,1666554.54,42.4,2.94,158.58,7.72,0
2021-11-04,Texas,1444634.99,56.86,2.83,163.79,9.67,0
2021-11-04,Virginia,1247817.95,55.8,2.85,167.96,8.85,0
2021-11-05,California,1435451.14,51.26,2.9,151.23,8.74,0
2021-11-05,Florida,726096.28,57.09,2.7,201.47,7.4,0
2021-11-05,Ohio,1869211.99,42.4,2.94,158.57,7.72,0
2021-11-05,Texas,1016616.04,56.86,2.83,163.8,9.67,0
2021-11-05,Virginia,1024744.58,55.8,2.85,167.96,8.85,0
2021-11-06,California,922572.06,51.27,2.9,151.23,8.74,0
2021-11-06,Florida,1219006.98,57.09,2.7,201.47,7.4,0
2021-11-06,Ohio,2325528.1,42.4,2.94,158.58,7.72,0
2021-11-06,Texas,913682.53,56.86,2.83,163.79,9.67,0
2021-11-06,Virginia,667822.08,55.8,2.85,167.96,8.85,0
2021-11-07,California,1331531.11,47.18,2.93,151.28,8.74,0
2021-11-07,Florida,1403300.2,55.31,2.73,201.51,7.4,0
2021-11-07,Ohio,1622314.27,43.28,2.96,158.63,7.72,0
2021-11-07,Texas,1227966.36,54.08,2.87,163.84,9.67,0
2021-11-07,Virginia,1018711.91,52.15,2.88,168.01,8.85,0
2021-11-08,California,2193657.01,47.18,2.93,151.27,8.74,0
2021-11-08,Florida,1010186.19,55.31,2.73,201.51,7.4,0
2021-11-08,Ohio,2210682.86,43.28,2.96,158.63,7.72,0
2021-11-08,Texas,694046.66,54.08,2.87,163.84,9.67,0
2021-11-08,Virginia,1142076.31,52.15,2.88,168.01,8.85,0
2021-11-09,California,1021115.81,47.18,2.93,151.28,8.74,0
2021-11-09,Florida,1335372.28,55.32,2.73,201.51,7.4,0
2021-11-09,Ohio,1626125.16,43.28,2.96,158.63,7.72,0
2021-11-09,Texas,1218326.63,54.08,2.87,163.84,9.67,0
2021-11-09,Virginia,1504834.9,52.15,2.88,168.01,8.85,0
2021-11-10,California,1215427.43,47.18,2.93,151.27,8.74,0
2021-11-10,Florida,1303415.88,55.31,2.73,201.51,7.4,0
2021-11-10,Ohio,1474607.04,43.28,2.96,158.63,7.72,0
2021-11-10,Texas,1247009.47,54.08,2.87,163.84,9.67,0
2021-11-10,Virginia,546378.19,52.15,2.88,168.02,8.85,0
2021-11-11,California,2332211.97,47.18,2.93,151.28,8.74,1
2021-11-11,Florida,854953.48,55.31,2.73,201.5,7.4,1
2021-11-11,Ohio,2139713.0,43.28,2.96,158.63,7.72,1
2021-11-11,Texas,1310068.83,54.08,2.87,163.84,9.67,1
2021-11-11,Virginia,651744.17,52.15,2.88,168.02,8.85,1
2021-11-12,California,2511414.53,47.18,2.93,151.28,8.74,0
2021-11-12,Florida,2924550.95,55.31,2.73,201.51,7.4,0
2021-11-12,Ohio,1711039.35,43.28,2.96,158.62,7.72,0
2021-11-12,Texas,1396521.97,54.08,2.87,163.85,9.67,0
2021-11-12,Virginia,934534.86,52.15,2.88,168.01,8.85,0
2021-11-13,California,1331727.76,47.18,2.93,151.28,8.74,0
2021-11-13,Florida,942829.83,55.31,2.73,201.51,7.4,0
2021-11-13,Ohio,1382792.94,43.28,2.96,158.63,7.72,0
2021-11-13,Texas,502285.53,54.08,2.87,163.85,9.67,0
2021-11-13,Virginia,885488.82,52.15,2.88,168.01,8.85,0
2021-11-14,California,2371783.25,46.73,2.95,151.27,8.74,0
2021-11-14,Florida,1608235.72,48.1,2.77,201.42,7.4,0
2021-11-14,Ohio,2214792.78,45.33,3.03,158.55,7.72,0
2021-11-14,Texas,993023.81,50.77,2.9,163.81,9.67,0
2021-11-14,Virginia,775720.6,49.79,2.91,167.98,8.85,0
2021-11-15,California,1262596.08,46.73,2.95,151.26,8.74,0
2021-11-15,Florida,1081468.51,48.1,2.77,201.43,7.4,0
2021-11-15,Ohio,880632.57,45.33,3.03,158.55,7.72,0
2021-11-15,Texas,946378.93,50.77,2.9,163.81,9.67,0
2021-11-15,Virginia,1373301.88,49.79,2.91,167.98,8.85,0
2021-11-16,California,1702306.28,46.73,2.95,151.27,8.74,0
2021-11-16,Florida,1312345.47,48.1,2.77,201.42,7.4,0
2021-11-16,Ohio,1687846.68,45.33,3.03,158.55,7.72,0
2021-11-16,Texas,1119923.86,50.76,2.9,163.81,9.67,0
2021-11-16,Virginia,656212.98,49.79,2.91,167.98,8.85,0
2021-11-17,California,1289077.04,46.73,2.95,151.26,8.74,0
2021-11-17,Florida,2418745.57,48.1,2.77,201.42,7.4,0
2021-11-17,Ohio,1516388.88,45.33,3.03,158.55,7.72,0
2021-11-17,Texas,661299.76,50.76,2.9,163.8,9.67,0
2021-11-17,Virginia,1047517.88,49.79,2.91,167.97,8.85,0
2021-11-18,California,1320861.51,46.73,2.95,151.27,8.74,0
2021-11-18,Florida,930704.53,48.1,2.77,201.43,7.4,0
2021-11-18,Ohio,1688536.7,45.33,3.03,158.55,7.72,0
2021-11-18,Texas,1346683.66,50.76,2.9,163.81,9.67,0
2021-11-18,Virginia,578638.84,49.79,2.91,167.97,8.85,0
2021-11-19,California,1755257.68,46.73,2.95,151.26,8.74,0
2021-11-19,Florida,808917.67,48.1,2.77,201.42,7.4,0
2021-11-19,Ohio,1333202.3,45.33,3.03,158.55,7.72,0
2021-11-19,Texas,992784.24,50.77,2.9,163.81,9.67,0
2021-11-19,Virginia,1103331.24,49.79,2.91,167.98,8.85,0
2021-11-20,California,1222802.47,46.73,2.95,151.27,8.74,0
2021-11-20,Florida,1454646.59,48.1,2.77,201.43,7.4,0
2021-11-20,Ohio,1820397.53,45.33,3.03,158.55,7.72,0
2021-11-20,Texas,999864.32,50.76,2.9,163.8,9.67,0
2021-11-20,Virginia,849356.4,49.79,2.91,167.98,8.85,0
2021-11-21,California,2442194.51,41.25,2.97,151.24,8.74,0
2021-11-21,Florida,2174688.17,56.16,2.74,201.32,7.4,0
2021-11-21,Ohio,2302163.26,43.55,3.07,158.45,7.72,0
2021-11-21,Texas,1310984.64,51.17,2.9,163.76,9.67,0
2021-11-21,Virginia,1164338.67,47.32,2.91,167.93,8.85,0
2021-11-22,California,1597255.73,41.25,2.97,151.25,8.74,0
2021-11-22,Florida,1834518.57,56.16,2.73,201.31,7.4,0
2021-11-22,Ohio,1488794.48,43.55,3.07,158.45,7.72,0
2021-11-22,Texas,1500032.62,51.17,2.9,163.77,9.67,0
2021-11-22,Virginia,1574564.91,47.32,2.91,167.94,8.85,0
2021-11-23,California,2031999.17,41.25,2.97,151.24,8.74,0
2021-11-23,Florida,764825.59,56.16,2.74,201.32,7.4,0
2021-11-23,Ohio,3425231.09,43.55,3.07,158.44,7.72,0
2021-11-23,Texas,1535411.25,51.17,2.9,163.77,9.67,0
2021-11-23,Virginia,2048798.41,47.32,2.91,167.92,8.85,0
2021-11-24,California,2271644.64,41.25,2.97,151.24,8.74,0
2021-11-24,Florida,3085037.29,56.16,2.73,201.32,7.4,0
2021-11-24,Ohio,2131053.89,43.55,3.07,158.45,7.72,0
2021-11-24,Texas,1873016.94,51.17,2.9,163.76,9.67,0
2021-11-24,Virginia,1113208.84,47.32,2.91,167.93,8.85,0
2021-11-25,California,5311949.73,41.25,2.97,151.25,8.74,1
2021-11-25,Florida,3003743.66,56.16,2.73,201.32,7.4,1
2021-11-25,Ohio,2598184.57,43.55,3.07,158.45,7.72,1
2021-11-25,Texas,2560454.69,51.17,2.9,163.76,9.67,1
2021-11-25,Virginia,1682937.57,47.32,2.91,167.93,8.85,1
2021-11-26,California,2989445.48,41.25,2.97,151.25,8.74,0
2021-11-26,Florida,2010657.73,56.16,2.74,201.32,7.4,0
2021-11-26,Ohio,3717124.84,43.55,3.07,158.45,7.72,0
2021-11-26,Texas,1519440.56,51.17,2.9,163.76,9.67,0
2021-11-26,Virginia,783270.56,47.32,2.91,167.93,8.85,0
2021-11-27,California,1695920.12,41.25,2.97,151.24,8.74,0
2021-11-27,Florida,1515666.98,56.16,2.74,201.32,7.4,0
2021-11-27,Ohio,1553099.45,43.55,3.07,158.45,7.72,0
2021-11-27,Texas,1142197.32,51.17,2.9,163.76,9.67,0
2021-11-27,Virginia,971377.48,47.32,2.91,167.93,8.85,0
2021-11-28,California,880489.51,37.37,2.94,151.22,8.74,0
2021-11-28,Florida,2117696.85,46.33,2.71,201.21,7.4,0
2021-11-28,Ohio,2543487.0,37.25,3.07,158.35,7.72,0
2021-11-28,Texas,772816.91,44.73,2.86,163.72,9.67,0
2021-11-28,Virginia,593990.08,42.26,2.87,167.88,8.85,0
2021-11-29,California,1903056.77,37.37,2.94,151.22,8.74,0
2021-11-29,Florida,1219081.65,46.33,2.71,201.2,7.4,0
2021-11-29,Ohio,1935249.08,37.25,3.07,158.35,7.72,0
2021-11-29,Texas,1010761.69,44.73,2.86,163.72,9.67,0
2021-11-29,Virginia,982186.85,42.26,2.87,167.89,8.85,0
2021-11-30,California,2078834.56,37.37,2.94,151.23,8.74,0
2021-11-30,Florida,1068653.2,46.33,2.71,201.22,7.4,0
2021-11-30,Ohio,1679046.3,37.25,3.07,158.35,7.72,0
2021-11-30,Texas,1084572.97,44.73,2.86,163.72,9.67,0
2021-11-30,Virginia,720998.78,42.26,2.87,167.88,8.85,0
2021-12-01,California,2085515.92,37.37,2.94,151.22,8.74,0
2021-12-01,Florida,1325775.9,46.33,2.71,201.21,7.4,0
2021-12-01,Ohio,570462.6,37.25,3.07,158.35,7.72,0
2021-12-01,Texas,1044624.78,44.73,2.86,163.72,9.67,0
2021-12-01,Virginia,1268522.1,42.26,2.87,167.88,8.85,0
2021-12-02,California,2009108.27,37.37,2.94,151.22,8.74,0
2021-12-02,Florida,1398831.2,46.33,2.71,201.22,7.4,0
2021-12-02,Ohio,1650371.88,37.25,3.07,158.35,7.72,0
2021-12-02,Texas,1116569.42,44.73,2.86,163.72,9.67,0
2021-12-02,Virginia,891928.78,42.26,2.87,167.88,8.85,0
2021-12-03,California,2683851.94,37.37,2.94,151.22,8.74,0
2021-12-03,Florida,2122031.14,46.33,2.71,201.21,7.4,0
2021-12-03,Ohio,1849564.65,37.25,3.07,158.36,7.72,0
2021-12-03,Texas,1363269.48,44.73,2.86,163.72,9.67,0
2021-12-03,Virginia,1009920.1,42.26,2.87,167.88,8.85,0
2021-12-04,California,806270.5,37.37,2.94,151.22,8.74,0
2021-12-04,Florida,995997.55,46.33,2.71,201.21,7.4,0
2021-12-04,Ohio,2679971.32,37.25,3.07,158.35,7.72,0
2021-12-04,Texas,1199064.19,44.73,2.86,163.72,9.67,0
2021-12-04,Virginia,1246454.01,42.26,2.87,167.89,8.85,0
2021-12-05,California,2137249.5,38.27,3.0,151.21,8.74,0
2021-12-05,Florida,540774.85,43.88,2.83,201.11,7.4,0
2021-12-05,Ohio,1561476.4,26.83,3.13,158.25,7.72,0
2021-12-05,Texas,1170628.31,43.67,2.96,163.67,9.67,0
2021-12-05,Virginia,1006326.98,43.17,2.96,167.83,8.85,0
2021-12-06,California,1604838.02,38.27,3.0,151.2,8.74,0
2021-12-06,Florida,1152018.59,43.88,2.83,201.11,7.4,0
2021-12-06,Ohio,2482631.14,26.83,3.14,158.25,7.72,0
2021-12-06,Texas,1068024.37,43.67,2.96,163.67,9.67,0
2021-12-06,Virginia,1070349.77,43.17,2.96,167.83,8.85,0
2021-12-07,California,1642521.39,38.27,3.0,151.21,8.74,0
2021-12-07,Florida,2522390.28,43.88,2.83,201.1,7.4,0
2021-12-07,Ohio,2639071.72,26.83,3.13,158.25,7.72,0
2021-12-07,Texas,1574039.45,43.67,2.96,163.67,9.67,0
2021-12-07,Virginia,611912.34,43.17,2.96,167.83,8.85,0
2021-12-08,California,1535632.63,38.27,3.0,151.21,8.74,0
2021-12-08,Florida,2438409.16,43.88,2.83,201.1,7.4,0
2021-12-08,Ohio,2284427.17,26.83,3.14,158.25,7.72,0
2021-12-08,Texas,714072.61,43.67,2.96,163.67,9.67,0
2021-12-08,Virginia,1052764.95,43.17,2.96,167.83,8.85,0
2021-12-09,California,2763546.38,38.27,3.0,151.2,8.74,0
2021-12-09,Florida,2014002.71,43.88,2.83,201.1,7.4,0
2021-12-09,Ohio,1533335.54,26.83,3.13,158.25,7.72,0
2021-12-09,Texas,1916271.75,43.67,2.96,163.67,9.67,0
2021-12-09,Virginia,1115944.6,43.17,2.96,167.83,8.85,0
2021-12-10,California,2378160.07,38.27,3.0,151.21,8.74,0
2021-12-10,Florida,1640384.88,43.88,2.83,201.1,7.4,0
2021-12-10,Ohio,2213495.85,26.83,3.14,158.25,7.72,0
2021-12-10,Texas,1030387.02,43.67,2.96,163.67,9.67,0
2021-12-10,Virginia,1080403.74,43.17,2.96,167.83,8.85,0
2021-12-11,California,1894322.64,38.27,3.0,151.2,8.74,0
2021-12-11,Florida,997969.84,43.88,2.83,201.1,7.4,0
2021-12-11,Ohio,1867303.37,26.83,3.14,158.25,7.72,0
2021-12-11,Texas,841051.78,43.67,2.96,163.67,9.67,0
2021-12-11,Virginia,1570630.59,43.17,2.96,167.84,8.85,0
2021-12-12,California,2498258.89,37.34,3.03,151.23,8.74,0
2021-12-12,Florida,1028717.89,46.16,2.86,201.06,7.4,0
2021-12-12,Ohio,2354418.19,28.32,3.16,158.24,7.72,0
2021-12-12,Texas,703087.68,45.41,2.99,163.68,9.67,0
2021-12-12,Virginia,948145.1,44.52,2.99,167.84,8.85,0
2021-12-13,California,3075836.07,37.35,3.03,151.24,8.74,0
2021-12-13,Florida,3477992.77,46.16,2.86,201.07,7.4,0
2021-12-13,Ohio,1839777.15,28.32,3.16,158.23,7.72,0
2021-12-13,Texas,2075195.49,45.41,2.99,163.68,9.67,0
2021-12-13,Virginia,1148398.61,44.52,2.99,167.85,8.85,0
2021-12-14,California,2001464.61,37.34,3.03,151.24,8.74,0
2021-12-14,Florida,775931.43,46.16,2.86,201.07,7.4,0
2021-12-14,Ohio,2062736.68,28.32,3.16,158.23,7.72,0
2021-12-14,Texas,1096007.67,45.41,2.99,163.69,9.67,0
2021-12-14,Virginia,985761.46,44.52,2.99,167.85,8.85,0
2021-12-15,California,2031007.66,37.34,3.03,151.23,8.74,0
2021-12-15,Florida,3086143.29,46.16,2.86,201.08,7.4,0
2021-12-15,Ohio,1617529.11,28.32,3.16,158.23,7.72,0
2021-12-15,Texas,1047534.55,45.41,2.99,163.68,9.67,0
2021-12-15,Virginia,437725.35,44.52,2.99,167.84,8.85,0
2021-12-16,California,1903335.48,37.35,3.03,151.24,8.74,0
2021-12-16,Florida,1748790.6,46.16,2.86,201.07,7.4,0
2021-12-16,Ohio,2654488.02,28.32,3.16,158.24,7.72,0
2021-12-16,Texas,1708644.74,45.41,2.99,163.69,9.67,0
2021-12-16,Virginia,935227.88,44.52,2.99,167.84,8.85,0
2021-12-17,California,2976258.79,37.35,3.03,151.24,8.74,0
2021-12-17,Florida,1711072.34,46.16,2.86,201.07,7.4,0
2021-12-17,Ohio,1975194.86,28.32,3.16,158.24,7.72,0
2021-12-17,Texas,1260853.4,45.41,2.99,163.68,9.67,0
2021-12-17,Virginia,1891280.19,44.52,2.99,167.85,8.85,0
2021-12-18,California,1269850.31,37.35,3.03,151.24,8.74,0
2021-12-18,Florida,990051.6,46.16,2.86,201.07,7.4,0
2021-12-18,Ohio,3398974.99,28.32,3.16,158.23,7.72,0
2021-12-18,Texas,1378659.19,45.41,2.99,163.69,9.67,0
2021-12-18,Virginia,1726447.83,44.52,2.99,167.84,8.85,0
2021-12-19,California,1908158.26,38.46,3.05,151.31,8.74,0
2021-12-19,Florida,1474155.65,48.38,2.88,201.1,7.4,0
2021-12-19,Ohio,2113358.42,28.78,3.17,158.28,7.72,0
2021-12-19,Texas,1736908.83,45.41,3.01,163.75,9.67,0
2021-12-19,Virginia,2582206.43,44.85,3.01,167.91,8.85,0
2021-12-20,California,2679511.7,38.46,3.05,151.32,8.74,0
2021-12-20,Florida,1833685.44,48.38,2.88,201.09,7.4,0
2021-12-20,Ohio,2257286.85,28.78,3.17,158.28,7.72,0
2021-12-20,Texas,1883302.8,45.41,3.01,163.75,9.67,0
2021-12-20,Virginia,1935458.0,44.85,3.01,167.91,8.85,0
2021-12-21,California,3500600.3,38.46,3.05,151.32,8.74,0
2021-12-21,Florida,2186724.16,48.38,2.88,201.1,7.4,0
2021-12-21,Ohio,4240918.0,28.78,3.17,158.28,7.72,0
2021-12-21,Texas,1190212.2,45.41,3.01,163.74,9.67,0
2021-12-21,Virginia,927186.1,44.85,3.01,167.9,8.85,0
2021-12-22,California,2345384.81,38.46,3.05,151.32,8.74,0
2021-12-22,Florida,3918522.92,48.37,2.88,201.1,7.4,0
2021-12-22,Ohio,3569928.33,28.78,3.17,158.28,7.72,0
2021-12-22,Texas,1809423.94,45.41,3.01,163.75,9.67,0
2021-12-22,Virginia,806727.26,44.85,3.01,167.9,8.85,0
2021-12-23,California,3828322.68,38.46,3.05,151.31,8.74,0
2021-12-23,Florida,1984637.63,48.38,2.88,201.1,7.4,0
2021-12-23,Ohio,2684404.9,28.78,3.17,158.28,7.72,0
2021-12-23,Texas,1753922.18,45.41,3.01,163.75,9.67,0
2021-12-23,Virginia,2681089.77,44.85,3.01,167.91,8.85,0
2021-12-24,California,2315954.49,38.46,3.05,151.32,8.74,1
2021-12-24,Florida,4089066.53,48.38,2.88,201.09,7.4,1
2021-12-24,Ohio,4801783.09,28.78,3.17,158.28,7.72,1
2021-12-24,Texas,2254864.63,45.41,3.01,163.75,9.67,1
2021-12-24,Virginia,480320.82,44.85,3.01,167.9,8.85,1
2021-12-25,California,6975279.87,38.46,3.05,151.31,8.74,1
2021-12-25,Florida,3960483.46,48.38,2.88,201.1,7.4,1
2021-12-25,Ohio,3805062.46,28.78,3.17,158.28,7.72,1
2021-12-25,Texas,2461138.87,45.41,3.01,163.75,9.67,1
2021-12-25,Virginia,1586718.01,44.85,3.01,167.9,8.85,1
2021-12-26,California,1394680.17,33.32,3.06,151.39,8.74,0
2021-12-26,Florida,2080530.61,43.01,2.93,201.12,7.4,0
2021-12-26,Ohio,852192.28,28.04,3.21,158.32,7.72,0
2021-12-26,Texas,552754.11,40.63,3.03,163.81,9.67,0
2021-12-26,Virginia,798574.89,38.91,3.02,167.96,8.85,0
2021-12-27,California,2130003.24,33.32,3.06,151.39,8.74,0
2021-12-27,Florida,641487.89,43.01,2.93,201.12,7.4,0
2021-12-27,Ohio,2118205.94,28.04,3.21,158.33,7.72,0
2021-12-27,Texas,1284250.04,40.63,3.03,163.81,9.67,0
